start_date,age_days,treatment,well_no,larvae_start_num,count,new_set_status,new_dead_status
09/06/2020,13,DD,K1,5,0,1,0
09/06/2020,15,DD,K1,5,0,1,0
09/06/2020,16,DD,K1,5,0,1,0
09/06/2020,19,DD,K1,5,0,1,0
09/06/2020,20,DD,K1,5,0,1,0
09/06/2020,0,DD,K2,6,0,1,0
09/06/2020,5,DD,K2,6,0,1,0
09/06/2020,6,DD,K2,6,1,1,0
09/06/2020,7,DD,K2,6,0,1,0
09/06/2020,8,DD,K2,6,0,1,0
09/06/2020,9,DD,K2,6,0,1,0
09/06/2020,11,DD,K2,6,0,1,0
09/06/2020,13,DD,K2,6,0,1,0
09/06/2020,15,DD,K2,6,0,1,0
09/06/2020,16,DD,K2,6,0,1,0
09/06/2020,19,DD,K2,6,0,1,0
09/06/2020,20,DD,K2,6,0,1,0
09/06/2020,0,DD,K3,6,0,1,0
09/06/2020,5,DD,K3,6,0,1,0
09/06/2020,6,DD,K3,6,2,1,0
09/06/2020,7,DD,K3,6,0,1,0
09/06/2020,8,DD,K3,6,0,1,0
09/06/2020,9,DD,K3,6,0,1,0
09/06/2020,11,DD,K3,6,0,1,0
09/06/2020,13,DD,K3,6,0,1,0
09/06/2020,15,DD,K3,6,0,1,0
09/06/2020,16,DD,K3,6,0,1,0
09/06/2020,19,DD,K3,6,0,1,0
09/06/2020,20,DD,K3,6,0,1,0
09/06/2020,0,DD,K4,1,0,1,0
09/06/2020,5,DD,K4,1,0,1,0
09/06/2020,6,DD,K4,1,0,1,0
09/06/2020,7,DD,K4,1,0,1,0
09/06/2020,8,DD,K4,1,0,1,0
09/06/2020,9,DD,K4,1,0,1,0
09/06/2020,11,DD,K4,1,0,1,0
09/06/2020,13,DD,K4,1,0,1,0
09/06/2020,15,DD,K4,1,0,1,0
09/06/2020,16,DD,K4,1,0,1,0
09/06/2020,19,DD,K4,1,0,1,0
09/06/2020,20,DD,K4,1,0,1,0
09/06/2020,0,DD,K7,1,1,1,0
09/06/2020,5,DD,K7,1,0,1,0
09/06/2020,6,DD,K7,1,0,1,0
09/06/2020,7,DD,K7,1,0,1,0
09/06/2020,8,DD,K7,1,0,1,0
09/06/2020,9,DD,K7,1,0,1,0
09/06/2020,11,DD,K7,1,0,1,0
09/06/2020,13,DD,K7,1,0,1,0
09/06/2020,15,DD,K7,1,0,1,0
09/06/2020,16,DD,K7,1,0,1,0
09/06/2020,19,DD,K7,1,0,1,0
09/06/2020,20,DD,K7,1,0,1,0
09/06/2020,5,SD,L1,9,1,1,0
09/06/2020,6,SD,L1,9,0,1,0
09/06/2020,7,SD,L1,9,0,1,0
09/06/2020,7,SD,L1,9,0,1,0
09/06/2020,8,SD,L1,9,1,1,0
09/06/2020,9,SD,L1,9,0,1,0
09/06/2020,11,SD,L1,9,0,1,0
09/06/2020,13,SD,L1,9,0,1,0
09/06/2020,15,SD,L1,9,0,1,0
09/06/2020,16,SD,L1,9,0,1,0
09/06/2020,19,SD,L1,9,0,1,0
09/06/2020,20,SD,L1,9,0,1,0
09/06/2020,5,SD,L2,8,1,1,0
09/06/2020,6,SD,L2,8,0,1,0
09/06/2020,7,SD,L2,8,0,1,0
09/06/2020,7,SD,L2,8,0,1,0
09/06/2020,8,SD,L2,8,0,1,0
09/06/2020,9,SD,L2,8,0,1,0
09/06/2020,11,SD,L2,8,0,1,0
09/06/2020,13,SD,L2,8,0,1,0
09/06/2020,15,SD,L2,8,1,1,0
09/06/2020,16,SD,L2,8,0,1,0
09/06/2020,19,SD,L2,8,0,1,0
09/06/2020,20,SD,L2,8,0,1,0
09/06/2020,5,SD,L3,10,0,1,0
09/06/2020,6,SD,L3,10,0,1,0
09/06/2020,7,SD,L3,10,0,1,0
09/06/2020,7,SD,L3,10,0,1,0
09/06/2020,8,SD,L3,10,2,1,0
09/06/2020,9,SD,L3,10,2,1,0
09/06/2020,11,SD,L3,10,0,1,0
09/06/2020,13,SD,L3,10,0,1,0
09/06/2020,15,SD,L3,10,0,1,0
09/06/2020,16,SD,L3,10,0,1,0
09/06/2020,19,SD,L3,10,0,1,0
09/06/2020,20,SD,L3,10,0,1,0
09/06/2020,5,SD,L4,11,0,1,0
09/06/2020,6,SD,L4,11,0,1,0
09/06/2020,7,SD,L4,11,2,1,0
09/06/2020,7,SD,L4,11,0,1,0
09/06/2020,8,SD,L4,11,1,1,0
09/06/2020,9,SD,L4,11,0,1,0
09/06/2020,11,SD,L4,11,0,1,0
09/06/2020,13,SD,L4,11,0,1,0
09/06/2020,15,SD,L4,11,0,1,0
09/06/2020,16,SD,L4,11,0,1,0
09/06/2020,19,SD,L4,11,0,1,0
09/06/2020,20,SD,L4,11,0,1,0
09/06/2020,5,SS,M1,10,0,1,0
09/06/2020,6,SS,M1,10,0,1,0
09/06/2020,7,SS,M1,10,2,1,0
09/06/2020,8,SS,M1,10,0,1,0
09/06/2020,9,SS,M1,10,0,1,0
09/06/2020,11,SS,M1,10,0,1,0
09/06/2020,13,SS,M1,10,0,1,0
09/06/2020,15,SS,M1,10,0,1,0
09/06/2020,16,SS,M1,10,0,1,0
09/06/2020,19,SS,M1,10,0,1,0
09/06/2020,20,SS,M1,10,0,1,0
09/06/2020,5,SS,M2,10,0,1,0
09/06/2020,6,SS,M2,10,1,1,0
09/06/2020,7,SS,M2,10,0,1,0
09/06/2020,8,SS,M2,10,1,1,0
09/06/2020,9,SS,M2,10,1,1,0
09/06/2020,11,SS,M2,10,1,1,0
09/06/2020,13,SS,M2,10,0,1,0
09/06/2020,15,SS,M2,10,0,1,0
09/06/2020,16,SS,M2,10,0,1,0
09/06/2020,19,SS,M2,10,0,1,0
09/06/2020,20,SS,M2,10,0,1,0
09/06/2020,5,SS,M3,10,0,1,0
09/06/2020,6,SS,M3,10,0,1,0
09/06/2020,7,SS,M3,10,0,1,0
09/06/2020,8,SS,M3,10,1,1,0
09/06/2020,9,SS,M3,10,1,1,0
09/06/2020,11,SS,M3,10,0,1,0
09/06/2020,13,SS,M3,10,0,1,0
09/06/2020,15,SS,M3,10,0,1,0
09/06/2020,16,SS,M3,10,0,1,0
09/06/2020,19,SS,M3,10,0,1,0
09/06/2020,20,SS,M3,10,0,1,0
09/06/2020,5,SS,M4,11,0,1,0
09/06/2020,6,SS,M4,11,2,1,0
09/06/2020,7,SS,M4,11,0,1,0
09/06/2020,8,SS,M4,11,0,1,0
09/06/2020,9,SS,M4,11,0,1,0
09/06/2020,11,SS,M4,11,0,1,0
09/06/2020,13,SS,M4,11,0,1,0
09/06/2020,15,SS,M4,11,2,1,0
09/06/2020,16,SS,M4,11,0,1,0
09/06/2020,19,SS,M4,11,0,1,0
09/06/2020,20,SS,M4,11,0,1,0
09/06/2020,5,SS,M5,10,2,1,0
09/06/2020,6,SS,M5,10,0,1,0
09/06/2020,7,SS,M5,10,0,1,0
09/06/2020,8,SS,M5,10,0,1,0
09/06/2020,9,SS,M5,10,1,1,0
09/06/2020,11,SS,M5,10,0,1,0
09/06/2020,13,SS,M5,10,2,1,0
09/06/2020,15,SS,M5,10,0,1,0
09/06/2020,16,SS,M5,10,0,1,0
09/06/2020,19,SS,M5,10,0,1,0
09/06/2020,20,SS,M5,10,0,1,0
09/06/2020,5,SS,M6,5,1,1,0
09/06/2020,6,SS,M6,5,0,1,0
09/06/2020,7,SS,M6,5,0,1,0
09/06/2020,8,SS,M6,5,0,1,0
09/06/2020,9,SS,M6,5,0,1,0
09/06/2020,11,SS,M6,5,0,1,0
09/06/2020,13,SS,M6,5,0,1,0
09/06/2020,15,SS,M6,5,0,1,0
09/06/2020,16,SS,M6,5,0,1,0
09/06/2020,19,SS,M6,5,0,1,0
09/06/2020,20,SS,M6,5,0,1,0
09/06/2020,15,SS,N1,4,1,1,0
09/06/2020,16,SS,N1,4,1,1,0
09/06/2020,19,SS,N1,4,0,1,0
09/06/2020,20,SS,N1,4,0,1,0
09/06/2020,15,SS,N2,4,0,1,0
09/06/2020,16,SS,N2,4,0,1,0
09/06/2020,19,SS,N2,4,0,1,0
09/06/2020,20,SS,N2,4,0,1,0
09/06/2020,15,SS,N3,6,2,1,0
09/06/2020,16,SS,N3,6,1,1,0
09/06/2020,19,SS,N3,6,0,1,0
09/06/2020,20,SS,N3,6,0,1,0
09/06/2020,15,SS,N4,8,1,1,0
09/06/2020,16,SS,N4,8,3,1,0
09/06/2020,19,SS,N4,8,1,1,0
09/06/2020,20,SS,N4,8,0,1,0
09/06/2020,15,SS,N5,4,1,1,0
09/06/2020,16,SS,N5,4,1,1,0
09/06/2020,19,SS,N5,4,0,1,0
09/06/2020,20,SS,N5,4,0,1,0
09/06/2020,15,SS,N6,5,1,1,0
09/06/2020,16,SS,N6,5,1,1,0
09/06/2020,19,SS,N6,5,0,1,0
09/06/2020,20,SS,N6,5,0,1,0
09/06/2020,15,SD,O3,7,1,1,0
09/06/2020,16,SD,O3,7,0,1,0
09/06/2020,19,SD,O3,7,2,1,0
09/06/2020,20,SD,O3,7,0,1,0
09/06/2020,15,SD,O4,6,0,1,0
09/06/2020,16,SD,O4,6,1,1,0
09/06/2020,19,SD,O4,6,1,1,0
09/06/2020,20,SD,O4,6,0,1,0
09/06/2020,15,SD,O5,6,0,1,0
09/06/2020,16,SD,O5,6,0,1,0
09/06/2020,19,SD,O5,6,2,1,0
09/06/2020,20,SD,O5,6,0,1,0
09/06/2020,15,SD,O6,7,2,1,0
09/06/2020,16,SD,O6,7,0,1,0
09/06/2020,19,SD,O6,7,0,1,0
09/06/2020,20,SD,O6,7,0,1,0
09/06/2020,16,DS,Q1,1,1,1,0
09/06/2020,19,DS,Q1,1,0,1,0
09/06/2020,20,DS,Q1,1,0,1,0
09/06/2020,16,DS,Q2,3,0,1,0
09/06/2020,19,DS,Q2,3,0,1,0
09/06/2020,20,DS,Q2,3,0,1,0
09/06/2020,16,DS,Q3,1,1,1,0
09/06/2020,19,DS,Q3,1,0,1,0
09/06/2020,20,DS,Q3,1,0,1,0
09/06/2020,16,DS,Q4,1,0,1,0
09/06/2020,19,DS,Q4,1,0,1,0
09/06/2020,20,DS,Q4,1,0,1,0
09/06/2020,16,DS,S1,2,0,1,0
09/06/2020,19,DS,S1,2,0,1,0
09/06/2020,20,DS,S1,2,0,1,0
09/06/2020,16,DD,S3,5,0,1,0
09/06/2020,19,DD,S3,5,1,1,0
09/06/2020,20,DD,S3,5,0,1,0
09/06/2020,16,DD,S4,1,0,1,0
09/06/2020,19,DD,S4,1,0,1,0
09/06/2020,20,DD,S4,1,0,1,0
11/05/2020,2,SD,A1,25,0,0,1
11/05/2020,3,SD,A1,25,0,0,1
11/05/2020,4,SD,A1,25,0,0,1
11/05/2020,6,SD,A1,25,2,0,1
11/05/2020,6,SD,A1,25,0,0,1
11/05/2020,8,SD,A1,25,7,0,1
11/05/2020,9,SD,A1,25,8,0,1
11/05/2020,11,SD,A1,25,0,0,1
11/05/2020,13,SD,A1,25,0,0,1
11/05/2020,14,SD,A1,25,0,0,1
11/05/2020,15,SD,A1,25,1,0,1
11/05/2020,18,SD,A1,25,0,0,1
11/05/2020,20,SD,A1,25,6,0,1
11/05/2020,22,SD,A1,25,0,0,1
11/05/2020,24,SD,A1,25,1,0,1
11/05/2020,2,SD,A2,24,1,0,1
11/05/2020,3,SD,A2,24,0,0,1
11/05/2020,4,SD,A2,24,0,0,1
11/05/2020,6,SD,A2,24,6,0,1
11/05/2020,8,SD,A2,24,8,0,1
11/05/2020,9,SD,A2,24,3,0,1
11/05/2020,11,SD,A2,24,0,0,1
11/05/2020,13,SD,A2,24,0,0,1
11/05/2020,14,SD,A2,24,1,0,1
11/05/2020,15,SD,A2,24,1,0,1
11/05/2020,18,SD,A2,24,0,0,1
11/05/2020,20,SD,A2,24,4,0,1
11/05/2020,22,SD,A2,24,0,0,1
11/05/2020,24,SD,A2,24,0,0,1
11/05/2020,2,SD,A3,24,0,0,1
11/05/2020,3,SD,A3,24,3,0,1
11/05/2020,4,SD,A3,24,0,0,1
11/05/2020,6,SD,A3,24,1,0,1
11/05/2020,8,SD,A3,24,14,0,1
11/05/2020,9,SD,A3,24,2,0,1
11/05/2020,11,SD,A3,24,0,0,1
11/05/2020,13,SD,A3,24,0,0,1
11/05/2020,14,SD,A3,24,0,0,1
11/05/2020,15,SD,A3,24,0,0,1
11/05/2020,18,SD,A3,24,0,0,1
11/05/2020,20,SD,A3,24,1,0,1
11/05/2020,22,SD,A3,24,1,0,1
11/05/2020,24,SD,A3,24,1,0,1
11/05/2020,2,SD,A4,25,0,0,1
11/05/2020,3,SD,A4,25,0,0,1
11/05/2020,4,SD,A4,25,0,0,1
11/05/2020,6,SD,A4,25,4,0,1
11/05/2020,8,SD,A4,25,15,0,1
11/05/2020,9,SD,A4,25,0,0,1
11/05/2020,11,SD,A4,25,0,0,1
11/05/2020,13,SD,A4,25,1,0,1
11/05/2020,14,SD,A4,25,1,0,1
11/05/2020,15,SD,A4,25,0,0,1
11/05/2020,18,SD,A4,25,4,0,1
11/05/2020,20,SD,A4,25,0,0,1
11/05/2020,22,SD,A4,25,2,0,1
11/05/2020,24,SD,A4,25,0,0,1
11/05/2020,6,SD,A5,5,1,0,1
11/05/2020,8,SD,A5,5,0,0,1
11/05/2020,9,SD,A5,5,5,0,1
11/05/2020,11,SD,A5,5,0,0,1
11/05/2020,13,SD,A5,5,0,0,1
11/05/2020,14,SD,A5,5,0,0,1
11/05/2020,15,SD,A5,5,0,0,1
11/05/2020,18,SD,A5,5,0,0,1
11/05/2020,20,SD,A5,5,0,0,1
11/05/2020,22,SD,A5,5,0,0,1
11/05/2020,24,SD,A5,5,0,0,1
11/05/2020,6,SD,A6,10,0,0,1
11/05/2020,8,SD,A6,10,4,0,1
11/05/2020,9,SD,A6,10,2,0,1
11/05/2020,11,SD,A6,10,0,0,1
11/05/2020,13,SD,A6,10,0,0,1
11/05/2020,14,SD,A6,10,0,0,1
11/05/2020,15,SD,A6,10,0,0,1
11/05/2020,18,SD,A6,10,0,0,1
11/05/2020,20,SD,A6,10,0,0,1
11/05/2020,22,SD,A6,10,0,0,1
11/05/2020,24,SD,A6,10,0,0,1
11/05/2020,2,SD,B1,8,0,0,1
11/05/2020,3,SD,B1,8,0,0,1
11/05/2020,4,SD,B1,8,0,0,1
11/05/2020,6,SD,B1,8,0,0,1
11/05/2020,8,SD,B1,8,3,0,1
11/05/2020,13,SD,B1,8,0,0,1
11/05/2020,14,SD,B1,8,2,0,1
11/05/2020,15,SD,B1,8,0,0,1
11/05/2020,18,SD,B1,8,0,0,1
11/05/2020,20,SD,B1,8,0,0,1
11/05/2020,22,SD,B1,8,0,0,1
11/05/2020,24,SD,B1,8,0,0,1
11/05/2020,2,SD,B2,8,0,0,1
11/05/2020,3,SD,B2,8,1,0,1
11/05/2020,4,SD,B2,8,0,0,1
11/05/2020,6,SD,B2,8,0,0,1
11/05/2020,8,SD,B2,8,0,0,1
11/05/2020,9,SD,B2,8,2,0,1
11/05/2020,11,SD,B2,8,0,0,1
11/05/2020,13,SD,B2,8,3,0,1
11/05/2020,14,SD,B2,8,0,0,1
11/05/2020,15,SD,B2,8,0,0,1
11/05/2020,18,SD,B2,8,1,0,1
11/05/2020,20,SD,B2,8,1,0,1
11/05/2020,22,SD,B2,8,0,0,1
11/05/2020,24,SD,B2,8,0,0,1
11/05/2020,2,SD,B3,11,1,0,1
11/05/2020,3,SD,B3,11,0,0,1
11/05/2020,4,SD,B3,11,0,0,1
11/05/2020,6,SD,B3,11,0,0,1
11/05/2020,8,SD,B3,11,0,0,1
11/05/2020,9,SD,B3,11,4,0,1
11/05/2020,11,SD,B3,11,4,0,1
11/05/2020,13,SD,B3,11,1,0,1
11/05/2020,14,SD,B3,11,3,0,1
11/05/2020,15,SD,B3,11,0,0,1
11/05/2020,18,SD,B3,11,0,0,1
11/05/2020,20,SD,B3,11,0,0,1
11/05/2020,22,SD,B3,11,0,0,1
11/05/2020,24,SD,B3,11,0,0,1
11/05/2020,2,SD,B4,8,0,0,1
11/05/2020,3,SD,B4,8,0,0,1
11/05/2020,4,SD,B4,8,0,0,1
11/05/2020,6,SD,B4,8,0,0,1
11/05/2020,8,SD,B4,8,2,0,1
11/05/2020,9,SD,B4,8,0,0,1
11/05/2020,11,SD,B4,8,0,0,1
11/05/2020,13,SD,B4,8,4,0,1
11/05/2020,14,SD,B4,8,0,0,1
11/05/2020,15,SD,B4,8,0,0,1
11/05/2020,18,SD,B4,8,1,0,1
11/05/2020,20,SD,B4,8,0,0,1
11/05/2020,22,SD,B4,8,0,0,1
11/05/2020,24,SD,B4,8,1,0,1
11/05/2020,2,SD,B5,7,0,0,1
11/05/2020,3,SD,B5,7,0,0,1
11/05/2020,4,SD,B5,7,0,0,1
11/05/2020,6,SD,B5,7,0,0,1
11/05/2020,8,SD,B5,7,1,0,1
11/05/2020,9,SD,B5,7,2,0,1
11/05/2020,11,SD,B5,7,5,0,1
11/05/2020,13,SD,B5,7,0,0,1
11/05/2020,14,SD,B5,7,4,0,1
11/05/2020,15,SD,B5,7,0,0,1
11/05/2020,18,SD,B5,7,0,0,1
11/05/2020,20,SD,B5,7,0,0,1
11/05/2020,22,SD,B5,7,0,0,1
11/05/2020,24,SD,B5,7,0,0,1
11/05/2020,2,SD,B6,6,0,0,1
11/05/2020,3,SD,B6,6,0,0,1
11/05/2020,4,SD,B6,6,1,0,1
11/05/2020,6,SD,B6,6,0,0,1
11/05/2020,8,SD,B6,6,3,0,1
11/05/2020,9,SD,B6,6,0,0,1
11/05/2020,11,SD,B6,6,1,0,1
11/05/2020,13,SD,B6,6,5,0,1
11/05/2020,14,SD,B6,6,0,0,1
11/05/2020,15,SD,B6,6,1,0,1
11/05/2020,18,SD,B6,6,0,0,1
11/05/2020,20,SD,B6,6,0,0,1
11/05/2020,22,SD,B6,6,0,0,1
11/05/2020,24,SD,B6,6,0,0,1
11/05/2020,2,SS,C1,8,0,0,1
11/05/2020,3,SS,C1,8,1,0,1
11/05/2020,4,SS,C1,8,0,0,1
11/05/2020,6,SS,C1,8,0,0,1
11/05/2020,8,SS,C1,8,0,0,1
11/05/2020,9,SS,C1,8,2,0,1
11/05/2020,11,SS,C1,8,6,0,1
11/05/2020,13,SS,C1,8,0,0,1
11/05/2020,14,SS,C1,8,5,0,1
11/05/2020,15,SS,C1,8,0,0,1
11/05/2020,18,SS,C1,8,0,0,1
11/05/2020,20,SS,C1,8,0,0,1
11/05/2020,22,SS,C1,8,0,0,1
11/05/2020,24,SS,C1,8,0,0,1
11/05/2020,2,SS,C2,8,0,0,1
11/05/2020,3,SS,C2,8,0,0,1
11/05/2020,4,SS,C2,8,0,0,1
11/05/2020,6,SS,C2,8,0,0,1
11/05/2020,8,SS,C2,8,7,0,1
11/05/2020,9,SS,C2,8,0,0,1
11/05/2020,11,SS,C2,8,0,0,1
11/05/2020,13,SS,C2,8,6,0,1
11/05/2020,14,SS,C2,8,0,0,1
11/05/2020,15,SS,C2,8,0,0,1
11/05/2020,18,SS,C2,8,0,0,1
11/05/2020,20,SS,C2,8,0,0,1
11/05/2020,22,SS,C2,8,0,0,1
11/05/2020,24,SS,C2,8,0,0,1
11/05/2020,2,SS,C3,8,0,0,1
11/05/2020,3,SS,C3,8,0,0,1
11/05/2020,4,SS,C3,8,0,0,1
11/05/2020,6,SS,C3,8,1,0,1
11/05/2020,8,SS,C3,8,3,0,1
11/05/2020,9,SS,C3,8,1,0,1
11/05/2020,11,SS,C3,8,7,0,1
11/05/2020,13,SS,C3,8,0,0,1
11/05/2020,14,SS,C3,8,6,0,1
11/05/2020,15,SS,C3,8,0,0,1
11/05/2020,18,SS,C3,8,0,0,1
11/05/2020,20,SS,C3,8,0,0,1
11/05/2020,22,SS,C3,8,0,0,1
11/05/2020,24,SS,C3,8,0,0,1
11/05/2020,2,SS,C4,8,0,0,1
11/05/2020,3,SS,C4,8,1,0,1
11/05/2020,4,SS,C4,8,0,0,1
11/05/2020,6,SS,C4,8,1,0,1
11/05/2020,8,SS,C4,8,2,0,1
11/05/2020,9,SS,C4,8,2,0,1
11/05/2020,11,SS,C4,8,0,0,1
11/05/2020,13,SS,C4,8,7,0,1
11/05/2020,14,SS,C4,8,0,0,1
11/05/2020,15,SS,C4,8,0,0,1
11/05/2020,18,SS,C4,8,0,0,1
11/05/2020,20,SS,C4,8,0,0,1
11/05/2020,22,SS,C4,8,0,0,1
11/05/2020,24,SS,C4,8,0,0,1
11/05/2020,2,SS,C5,8,0,0,1
11/05/2020,3,SS,C5,8,1,0,1
11/05/2020,4,SS,C5,8,0,0,1
11/05/2020,6,SS,C5,8,1,0,1
11/05/2020,8,SS,C5,8,1,0,1
11/05/2020,9,SS,C5,8,3,0,1
11/05/2020,11,SS,C5,8,8,0,1
11/05/2020,13,SS,C5,8,0,0,1
11/05/2020,14,SS,C5,8,7,0,1
11/05/2020,15,SS,C5,8,0,0,1
11/05/2020,18,SS,C5,8,0,0,1
11/05/2020,20,SS,C5,8,0,0,1
11/05/2020,22,SS,C5,8,0,0,1
11/05/2020,24,SS,C5,8,0,0,1
11/05/2020,8,SS,C5 ,8,0,0,1
11/05/2020,2,SS,C6,6,0,0,1
11/05/2020,3,SS,C6,6,0,0,1
11/05/2020,4,SS,C6,6,0,0,1
11/05/2020,6,SS,C6,6,0,0,1
11/05/2020,8,SS,C6,6,0,0,1
11/05/2020,9,SS,C6,6,2,0,1
11/05/2020,11,SS,C6,6,8,0,1
11/05/2020,13,SS,C6,6,0,0,1
11/05/2020,14,SS,C6,6,0,0,1
11/05/2020,15,SS,C6,6,0,0,1
11/05/2020,18,SS,C6,6,0,0,1
11/05/2020,20,SS,C6,6,0,0,1
11/05/2020,22,SS,C6,6,0,0,1
11/05/2020,24,SS,C6,6,0,0,1
11/05/2020,2,SS,D1,25,0,0,1
11/05/2020,3,SS,D1,25,0,0,1
11/05/2020,4,SS,D1,25,1,0,1
11/05/2020,6,SS,D1,25,0,0,1
11/05/2020,8,SS,D1,25,13,0,1
11/05/2020,9,SS,D1,25,9,0,1
11/05/2020,11,SS,D1,25,4,0,1
11/05/2020,13,SS,D1,25,8,0,1
11/05/2020,14,SS,D1,25,0,0,1
11/05/2020,15,SS,D1,25,0,0,1
11/05/2020,18,SS,D1,25,0,0,1
11/05/2020,20,SS,D1,25,0,0,1
11/05/2020,22,SS,D1,25,0,0,1
11/05/2020,24,SS,D1,25,0,0,1
11/05/2020,2,SS,D2,25,0,0,1
11/05/2020,3,SS,D2,25,0,0,1
11/05/2020,4,SS,D2,25,0,0,1
11/05/2020,6,SS,D2,25,0,0,1
11/05/2020,8,SS,D2,25,8,0,1
11/05/2020,9,SS,D2,25,5,0,1
11/05/2020,11,SS,D2,25,9,0,1
11/05/2020,13,SS,D2,25,2,0,1
11/05/2020,14,SS,D2,25,0,0,1
11/05/2020,15,SS,D2,25,0,0,1
11/05/2020,18,SS,D2,25,0,0,1
11/05/2020,20,SS,D2,25,0,0,1
11/05/2020,22,SS,D2,25,0,0,1
11/05/2020,24,SS,D2,25,0,0,1
11/05/2020,2,SS,D3,25,0,0,1
11/05/2020,3,SS,D3,25,0,0,1
11/05/2020,4,SS,D3,25,0,0,1
11/05/2020,6,SS,D3,25,0,0,1
11/05/2020,8,SS,D3,25,7,0,1
11/05/2020,9,SS,D3,25,10,0,1
11/05/2020,11,SS,D3,25,0,0,1
11/05/2020,13,SS,D3,25,9,0,1
11/05/2020,14,SS,D3,25,3,0,1
11/05/2020,15,SS,D3,25,0,0,1
11/05/2020,18,SS,D3,25,4,0,1
11/05/2020,20,SS,D3,25,0,0,1
11/05/2020,22,SS,D3,25,0,0,1
11/05/2020,24,SS,D3,25,1,0,1
11/05/2020,2,SS,D4,25,0,0,1
11/05/2020,3,SS,D4,25,0,0,1
11/05/2020,4,SS,D4,25,1,0,1
11/05/2020,6,SS,D4,25,0,0,1
11/05/2020,8,SS,D4,25,0,0,1
11/05/2020,9,SS,D4,25,11,0,1
11/05/2020,11,SS,D4,25,10,0,1
11/05/2020,13,SS,D4,25,0,0,1
11/05/2020,14,SS,D4,25,1,0,1
11/05/2020,15,SS,D4,25,0,0,1
11/05/2020,18,SS,D4,25,0,0,1
11/05/2020,20,SS,D4,25,0,0,1
11/05/2020,22,SS,D4,25,0,0,1
11/05/2020,24,SS,D4,25,0,0,1
11/05/2020,8,SS,D5,8,0,0,1
11/05/2020,9,SS,D5,8,6,0,1
11/05/2020,11,SS,D5,8,0,0,1
11/05/2020,13,SS,D5,8,0,0,1
11/05/2020,14,SS,D5,8,0,0,1
11/05/2020,15,SS,D5,8,11,0,1
11/05/2020,18,SS,D5,8,0,0,1
11/05/2020,20,SS,D5,8,10,0,1
11/05/2020,22,SS,D5,8,1,0,1
11/05/2020,24,SS,D5,8,0,0,1
11/05/2020,8,SS,D6,7,0,0,1
11/05/2020,9,SS,D6,7,6,0,1
11/05/2020,11,SS,D6,7,0,0,1
11/05/2020,13,SS,D6,7,0,0,1
11/05/2020,14,SS,D6,7,0,0,1
11/05/2020,15,SS,D6,7,0,0,1
11/05/2020,18,SS,D6,7,0,0,1
11/05/2020,20,SS,D6,7,0,0,1
11/05/2020,22,SS,D6,7,0,0,1
11/05/2020,24,SS,D6,7,0,0,1
11/05/2020,8,SD,E1,4,0,0,1
11/05/2020,9,SD,E1,4,2,0,1
11/05/2020,11,SD,E1,4,0,0,1
11/05/2020,13,SD,E1,4,0,0,1
11/05/2020,14,SD,E1,4,0,0,1
11/05/2020,15,SD,E1,4,2,0,1
11/05/2020,18,SD,E1,4,0,0,1
11/05/2020,20,SD,E1,4,0,0,1
11/05/2020,22,SD,E1,4,0,0,1
11/05/2020,24,SD,E1,4,0,0,1
11/05/2020,9,SD,E2,4,0,0,1
11/05/2020,11,SD,E2,4,0,0,1
11/05/2020,13,SD,E2,4,0,0,1
11/05/2020,14,SD,E2,4,12,0,1
11/05/2020,15,SD,E2,4,0,0,1
11/05/2020,18,SD,E2,4,11,0,1
11/05/2020,20,SD,E2,4,1,0,1
11/05/2020,22,SD,E2,4,0,0,1
11/05/2020,24,SD,E2,4,0,0,1
11/05/2020,9,SD,E3,1,0,0,1
11/05/2020,11,SD,E3,1,0,0,1
11/05/2020,13,SD,E3,1,0,0,1
11/05/2020,14,SD,E3,1,0,0,1
11/05/2020,15,SD,E3,1,0,0,1
11/05/2020,18,SD,E3,1,0,0,1
11/05/2020,20,SD,E3,1,1,0,1
11/05/2020,22,SD,E3,1,0,0,1
11/05/2020,24,SD,E3,1,0,0,1
11/05/2020,9,SD,E4,5,0,0,1
11/05/2020,11,SD,E4,5,0,0,1
11/05/2020,13,SD,E4,5,0,0,1
11/05/2020,14,SD,E4,5,0,0,1
11/05/2020,15,SD,E4,5,2,0,1
11/05/2020,18,SD,E4,5,2,0,1
11/05/2020,20,SD,E4,5,0,0,1
11/05/2020,22,SD,E4,5,1,0,1
11/05/2020,24,SD,E4,5,0,0,1
11/05/2020,9,SD,E5,9,0,0,1
11/05/2020,11,SD,E5,9,0,0,1
11/05/2020,13,SD,E5,9,0,0,1
11/05/2020,14,SD,E5,9,0,0,1
11/05/2020,15,SD,E5,9,1,0,1
11/05/2020,18,SD,E5,9,2,0,1
11/05/2020,20,SD,E5,9,0,0,1
11/05/2020,22,SD,E5,9,0,0,1
11/05/2020,24,SD,E5,9,0,0,1
11/05/2020,9,SD,E6,6,0,0,1
11/05/2020,11,SD,E6,6,0,0,1
11/05/2020,13,SD,E6,6,0,0,1
11/05/2020,14,SD,E6,6,0,0,1
11/05/2020,15,SD,E6,6,1,0,1
11/05/2020,18,SD,E6,6,0,0,1
11/05/2020,20,SD,E6,6,0,0,1
11/05/2020,22,SD,E6,6,0,0,1
11/05/2020,24,SD,E6,6,0,0,1
11/05/2020,8,SS,F1,4,0,0,1
